employee,group_employee,fixed_group,day,status
354,25,9,5,WORK
354,25,9,6,REST
354,25,9,7,WORK
354,25,9,8,WORK
354,25,9,9,WORK
354,25,9,10,WORK
355,26,9,1,WORK
355,26,9,2,WORK
355,26,9,3,WORK
355,26,9,4,WORK
355,26,9,5,WORK
355,26,9,6,REST
355,26,9,7,REST
355,26,9,8,WORK
355,26,9,9,WORK
355,26,9,10,WORK
356,27,9,1,WORK
356,27,9,2,WORK
356,27,9,3,WORK
356,27,9,4,WORK
356,27,9,5,WORK
356,27,9,6,WORK
356,27,9,7,REST
356,27,9,8,REST
356,27,9,9,WORK
356,27,9,10,WORK
357,28,9,1,WORK
357,28,9,2,WORK
357,28,9,3,WORK
357,28,9,4,WORK
357,28,9,5,WORK
357,28,9,6,WORK
357,28,9,7,REST
357,28,9,8,REST
357,28,9,9,WORK
357,28,9,10,WORK
358,29,9,1,WORK
358,29,9,2,WORK
358,29,9,3,WORK
358,29,9,4,WORK
358,29,9,5,WORK
358,29,9,6,WORK
358,29,9,7,REST
358,29,9,8,REST
358,29,9,9,WORK
358,29,9,10,WORK
359,30,9,1,WORK
359,30,9,2,WORK
359,30,9,3,WORK
359,30,9,4,WORK
359,30,9,5,WORK
359,30,9,6,WORK
359,30,9,7,REST
359,30,9,8,REST
359,30,9,9,WORK
359,30,9,10,WORK
360,31,9,1,WORK
360,31,9,2,WORK
360,31,9,3,WORK
360,31,9,4,WORK
360,31,9,5,WORK
360,31,9,6,WORK
360,31,9,7,REST
360,31,9,8,REST
360,31,9,9,WORK
360,31,9,10,WORK
361,32,9,1,WORK
361,32,9,2,WORK
361,32,9,3,WORK
361,32,9,4,WORK
361,32,9,5,WORK
361,32,9,6,WORK
361,32,9,7,REST
361,32,9,8,REST
361,32,9,9,WORK
361,32,9,10,WORK
362,33,9,1,WORK
362,33,9,2,WORK
362,33,9,3,WORK
362,33,9,4,WORK
362,33,9,5,WORK
362,33,9,6,WORK
362,33,9,7,REST
362,33,9,8,REST
362,33,9,9,WORK
362,33,9,10,WORK
363,34,9,1,WORK
363,34,9,2,WORK
363,34,9,3,WORK
363,34,9,4,WORK
363,34,9,5,WORK
363,34,9,6,WORK
363,34,9,7,WORK
363,34,9,8,REST
363,34,9,9,REST
363,34,9,10,WORK
364,35,9,1,WORK
364,35,9,2,WORK
364,35,9,3,WORK
364,35,9,4,WORK
364,35,9,5,WORK
364,35,9,6,WORK
364,35,9,7,WORK
364,35,9,8,WORK
364,35,9,9,REST
364,35,9,10,REST
365,36,9,1,WORK
365,36,9,2,WORK
365,36,9,3,WORK
365,36,9,4,WORK
365,36,9,5,WORK
365,36,9,6,WORK
365,36,9,7,WORK
365,36,9,8,WORK
365,36,9,9,REST
365,36,9,10,REST
366,37,9,1,WORK
366,37,9,2,WORK
366,37,9,3,WORK
366,37,9,4,WORK
366,37,9,5,WORK
366,37,9,6,WORK
366,37,9,7,WORK
366,37,9,8,WORK
366,37,9,9,REST
366,37,9,10,REST
367,38,9,1,WORK
367,38,9,2,WORK
367,38,9,3,WORK
367,38,9,4,WORK
367,38,9,5,WORK
367,38,9,6,WORK
367,38,9,7,WORK
367,38,9,8,WORK
367,38,9,9,REST
367,38,9,10,REST
368,39,9,1,WORK
368,39,9,2,WORK
368,39,9,3,WORK
368,39,9,4,WORK
368,39,9,5,WORK
368,39,9,6,WORK
368,39,9,7,WORK
368,39,9,8,WORK
368,39,9,9,REST
368,39,9,10,REST
369,40,9,1,WORK
369,40,9,2,WORK
369,40,9,3,WORK
369,40,9,4,WORK
369,40,9,5,WORK
369,40,9,6,WORK
369,40,9,7,WORK
369,40,9,8,WORK
369,40,9,9,REST
369,40,9,10,REST
370,41,9,1,REST
370,41,9,2,WORK
370,41,9,3,WORK
370,41,9,4,WORK
370,41,9,5,WORK
370,41,9,6,WORK
370,41,9,7,WORK
370,41,9,8,WORK
370,41,9,9,REST
370,41,9,10,WORK
371,42,9,1,REST
371,42,9,2,WORK
371,42,9,3,WORK
371,42,9,4,WORK
371,42,9,5,WORK
371,42,9,6,WORK
371,42,9,7,WORK
371,42,9,8,WORK
371,42,9,9,REST
371,42,9,10,WORK
372,43,9,1,REST
372,43,9,2,WORK
372,43,9,3,WORK
372,43,9,4,WORK
372,43,9,5,WORK
372,43,9,6,WORK
372,43,9,7,WORK
372,43,9,8,WORK
372,43,9,9,REST
372,43,9,10,WORK
373,1,10,1,WORK
373,1,10,2,WORK
373,1,10,3,REST
373,1,10,4,WORK
373,1,10,5,WORK
373,1,10,6,WORK
373,1,10,7,WORK
373,1,10,8,WORK
373,1,10,9,WORK
373,1,10,10,REST
374,2,10,1,WORK
374,2,10,2,WORK
374,2,10,3,REST
374,2,10,4,WORK
374,2,10,5,WORK
374,2,10,6,WORK
374,2,10,7,WORK
374,2,10,8,WORK
374,2,10,9,WORK
374,2,10,10,REST
375,3,10,1,WORK
375,3,10,2,WORK
375,3,10,3,REST
375,3,10,4,WORK
375,3,10,5,WORK
375,3,10,6,WORK
375,3,10,7,WORK
375,3,10,8,WORK
375,3,10,9,WORK
375,3,10,10,REST
376,4,10,1,WORK
376,4,10,2,WORK
376,4,10,3,REST
376,4,10,4,WORK
376,4,10,5,WORK
376,4,10,6,WORK
376,4,10,7,WORK
376,4,10,8,WORK
376,4,10,9,WORK
376,4,10,10,REST
377,5,10,1,REST
377,5,10,2,WORK
377,5,10,3,REST
377,5,10,4,WORK
377,5,10,5,WORK
377,5,10,6,WORK
377,5,10,7,WORK
377,5,10,8,WORK
377,5,10,9,WORK
377,5,10,10,WORK
378,6,10,1,REST
378,6,10,2,WORK
378,6,10,3,REST
378,6,10,4,WORK
378,6,10,5,WORK
378,6,10,6,WORK
378,6,10,7,WORK
378,6,10,8,WORK
378,6,10,9,WORK
378,6,10,10,WORK
379,7,10,1,REST
379,7,10,2,WORK
379,7,10,3,REST
379,7,10,4,WORK
379,7,10,5,WORK
379,7,10,6,WORK
379,7,10,7,WORK
379,7,10,8,WORK
379,7,10,9,WORK
379,7,10,10,WORK
380,8,10,1,REST
380,8,10,2,WORK
380,8,10,3,REST
380,8,10,4,WORK
380,8,10,5,WORK
380,8,10,6,WORK
380,8,10,7,WORK
380,8,10,8,WORK
380,8,10,9,WORK
380,8,10,10,WORK
381,9,10,1,REST
381,9,10,2,WORK
381,9,10,3,REST
381,9,10,4,WORK
381,9,10,5,WORK
381,9,10,6,WORK
381,9,10,7,WORK
381,9,10,8,WORK
381,9,10,9,WORK
381,9,10,10,WORK
382,10,10,1,REST
382,10,10,2,WORK
382,10,10,3,REST
382,10,10,4,WORK
382,10,10,5,WORK
382,10,10,6,WORK
382,10,10,7,WORK
382,10,10,8,WORK
382,10,10,9,WORK
382,10,10,10,WORK
383,11,10,1,REST
383,11,10,2,WORK
383,11,10,3,REST
383,11,10,4,WORK
383,11,10,5,WORK
383,11,10,6,WORK
383,11,10,7,WORK
383,11,10,8,WORK
383,11,10,9,WORK
383,11,10,10,WORK
384,12,10,1,REST
384,12,10,2,WORK
384,12,10,3,WORK
384,12,10,4,REST
384,12,10,5,WORK
384,12,10,6,WORK
384,12,10,7,WORK
384,12,10,8,WORK
384,12,10,9,WORK
384,12,10,10,WORK
385,13,10,1,REST
385,13,10,2,WORK
385,13,10,3,WORK
385,13,10,4,REST
385,13,10,5,WORK
385,13,10,6,WORK
385,13,10,7,WORK
385,13,10,8,WORK
385,13,10,9,WORK
385,13,10,10,WORK
386,14,10,1,REST
386,14,10,2,WORK
386,14,10,3,WORK
386,14,10,4,REST
386,14,10,5,WORK
386,14,10,6,WORK
386,14,10,7,WORK
386,14,10,8,WORK
386,14,10,9,WORK
386,14,10,10,WORK
387,15,10,1,REST
387,15,10,2,WORK
387,15,10,3,WORK
387,15,10,4,REST
387,15,10,5,WORK
387,15,10,6,WORK
387,15,10,7,WORK
387,15,10,8,WORK
387,15,10,9,WORK
387,15,10,10,WORK
388,16,10,1,REST
388,16,10,2,WORK
388,16,10,3,WORK
388,16,10,4,REST
388,16,10,5,WORK
388,16,10,6,WORK
388,16,10,7,WORK
388,16,10,8,WORK
388,16,10,9,WORK
388,16,10,10,WORK
389,17,10,1,REST
389,17,10,2,WORK
389,17,10,3,WORK
389,17,10,4,REST
389,17,10,5,WORK
389,17,10,6,WORK
389,17,10,7,WORK
389,17,10,8,WORK
389,17,10,9,WORK
389,17,10,10,WORK
390,18,10,1,REST
390,18,10,2,WORK
390,18,10,3,WORK
390,18,10,4,REST
390,18,10,5,WORK
390,18,10,6,WORK
390,18,10,7,WORK
390,18,10,8,WORK
390,18,10,9,WORK
390,18,10,10,WORK
391,19,10,1,WORK
391,19,10,2,WORK
391,19,10,3,WORK
391,19,10,4,REST
391,19,10,5,WORK
391,19,10,6,REST
391,19,10,7,WORK
391,19,10,8,WORK
391,19,10,9,WORK
391,19,10,10,WORK
392,20,10,1,WORK
392,20,10,2,WORK
392,20,10,3,WORK
392,20,10,4,REST
392,20,10,5,WORK
392,20,10,6,REST
392,20,10,7,WORK
392,20,10,8,WORK
392,20,10,9,WORK
392,20,10,10,WORK
393,21,10,1,WORK
393,21,10,2,WORK
393,21,10,3,WORK
393,21,10,4,REST
393,21,10,5,WORK
393,21,10,6,REST
393,21,10,7,WORK
393,21,10,8,WORK
393,21,10,9,WORK
393,21,10,10,WORK
394,22,10,1,WORK
394,22,10,2,WORK
394,22,10,3,WORK
394,22,10,4,REST
394,22,10,5,WORK
394,22,10,6,REST
394,22,10,7,WORK
394,22,10,8,WORK
394,22,10,9,WORK
394,22,10,10,WORK
395,23,10,1,WORK
395,23,10,2,WORK
395,23,10,3,WORK
395,23,10,4,REST
395,23,10,5,WORK
395,23,10,6,REST
395,23,10,7,WORK
395,23,10,8,WORK
395,23,10,9,WORK
395,23,10,10,WORK
396,24,10,1,WORK
396,24,10,2,WORK
396,24,10,3,WORK
396,24,10,4,REST
396,24,10,5,WORK
396,24,10,6,REST
396,24,10,7,WORK
396,24,10,8,WORK
396,24,10,9,WORK
396,24,10,10,WORK
397,25,10,1,WORK
397,25,10,2,WORK
397,25,10,3,WORK
397,25,10,4,REST
397,25,10,5,WORK
397,25,10,6,REST
397,25,10,7,WORK
397,25,10,8,WORK
397,25,10,9,WORK
397,25,10,10,WORK
398,26,10,1,WORK
398,26,10,2,WORK
398,26,10,3,WORK
398,26,10,4,REST
398,26,10,5,WORK
398,26,10,6,REST
398,26,10,7,WORK
398,26,10,8,WORK
398,26,10,9,WORK
398,26,10,10,WORK
399,27,10,1,WORK
399,27,10,2,WORK
399,27,10,3,WORK
399,27,10,4,WORK
399,27,10,5,WORK
399,27,10,6,REST
399,27,10,7,WORK
399,27,10,8,WORK
399,27,10,9,REST
399,27,10,10,WORK
400,28,10,1,WORK
400,28,10,2,WORK
400,28,10,3,WORK
400,28,10,4,WORK
400,28,10,5,WORK
400,28,10,6,REST
400,28,10,7,WORK
400,28,10,8,WORK
400,28,10,9,REST
400,28,10,10,WORK
401,29,10,1,WORK
401,29,10,2,WORK
401,29,10,3,WORK
401,29,10,4,WORK
401,29,10,5,WORK
401,29,10,6,REST
401,29,10,7,WORK
401,29,10,8,WORK
401,29,10,9,REST
401,29,10,10,WORK
402,30,10,1,WORK
402,30,10,2,WORK
402,30,10,3,WORK
402,30,10,4,WORK
402,30,10,5,WORK
402,30,10,6,REST
402,30,10,7,WORK
402,30,10,8,WORK
402,30,10,9,REST
402,30,10,10,WORK
403,31,10,1,WORK
403,31,10,2,WORK
403,31,10,3,WORK
403,31,10,4,WORK
403,31,10,5,WORK
403,31,10,6,REST
403,31,10,7,WORK
403,31,10,8,WORK
403,31,10,9,REST
403,31,10,10,WORK
404,32,10,1,WORK
404,32,10,2,WORK
404,32,10,3,WORK
404,32,10,4,WORK
404,32,10,5,WORK
404,32,10,6,REST
404,32,10,7,WORK
404,32,10,8,WORK
404,32,10,9,REST
404,32,10,10,WORK
405,33,10,1,WORK
405,33,10,2,WORK
405,33,10,3,WORK
405,33,10,4,WORK
405,33,10,5,WORK
405,33,10,6,REST
405,33,10,7,WORK
405,33,10,8,WORK
405,33,10,9,REST
405,33,10,10,WORK
406,34,10,1,WORK
406,34,10,2,WORK
406,34,10,3,WORK
406,34,10,4,WORK
406,34,10,5,WORK
406,34,10,6,WORK
406,34,10,7,WORK
406,34,10,8,WORK
406,34,10,9,REST
406,34,10,10,REST
407,35,10,1,WORK
407,35,10,2,WORK
407,35,10,3,WORK
407,35,10,4,WORK
407,35,10,5,WORK
407,35,10,6,WORK
407,35,10,7,WORK
407,35,10,8,WORK
407,35,10,9,REST
407,35,10,10,REST
408,36,10,1,WORK
408,36,10,2,WORK
408,36,10,3,WORK
408,36,10,4,WORK
408,36,10,5,WORK
408,36,10,6,WORK
408,36,10,7,WORK
408,36,10,8,WORK
408,36,10,9,REST
408,36,10,10,REST
409,37,10,1,WORK
409,37,10,2,WORK
409,37,10,3,WORK
409,37,10,4,WORK
409,37,10,5,WORK
409,37,10,6,WORK
409,37,10,7,WORK
409,37,10,8,WORK
409,37,10,9,REST
409,37,10,10,REST
410,38,10,1,WORK
410,38,10,2,WORK
410,38,10,3,WORK
410,38,10,4,WORK
410,38,10,5,WORK
410,38,10,6,WORK
410,38,10,7,WORK
410,38,10,8,WORK
410,38,10,9,REST
410,38,10,10,REST
411,39,10,1,WORK
411,39,10,2,WORK
411,39,10,3,WORK
411,39,10,4,WORK
411,39,10,5,WORK
411,39,10,6,WORK
411,39,10,7,WORK
411,39,10,8,WORK
411,39,10,9,REST
411,39,10,10,REST
412,40,10,1,WORK
412,40,10,2,WORK
412,40,10,3,WORK
412,40,10,4,WORK
412,40,10,5,WORK
412,40,10,6,WORK
412,40,10,7,WORK
412,40,10,8,WORK
412,40,10,9,REST
412,40,10,10,REST
413,41,10,1,WORK
413,41,10,2,WORK
413,41,10,3,WORK
413,41,10,4,WORK
413,41,10,5,WORK
413,41,10,6,WORK
413,41,10,7,WORK
413,41,10,8,WORK
413,41,10,9,REST
413,41,10,10,REST
414,42,10,1,REST
414,42,10,2,WORK
414,42,10,3,WORK
414,42,10,4,WORK
414,42,10,5,WORK
414,42,10,6,WORK
414,42,10,7,WORK
414,42,10,8,WORK
414,42,10,9,WORK
414,42,10,10,REST
415,43,10,1,REST
415,43,10,2,WORK
415,43,10,3,WORK
415,43,10,4,WORK
415,43,10,5,WORK
415,43,10,6,WORK
415,43,10,7,WORK
415,43,10,8,WORK
415,43,10,9,WORK
415,43,10,10,REST
416,44,10,1,REST
416,44,10,2,WORK
416,44,10,3,WORK
416,44,10,4,WORK
416,44,10,5,WORK
416,44,10,6,WORK
416,44,10,7,WORK
416,44,10,8,WORK
416,44,10,9,WORK
416,44,10,10,REST
417,45,10,1,REST
417,45,10,2,WORK
417,45,10,3,WORK
417,45,10,4,WORK
417,45,10,5,WORK
417,45,10,6,WORK
417,45,10,7,WORK
417,45,10,8,WORK
417,45,10,9,WORK
417,45,10,10,REST
